Sequence Id	Length	GC
k105_28348	835	46.83
k105_150997	409	35.70
k105_150996	435	59.77
k105_150995	369	60.70
k105_150994	772	38.60
k105_150993	471	45.44
k105_150992	311	36.33
k105_150991	1751	46.32
k105_150990	1016	57.58
k105_161149	701	43.79
k105_17787	473	34.67
k105_109084	1038	58.00
k105_126306	399	68.92
k105_126305	313	42.81
k105_126304	482	68.26
k105_126303	324	33.95
k105_126302	546	31.87
k105_126301	478	44.14
k105_126300	639	50.55
k105_84402	1138	53.34
k105_84403	2198	35.03
k105_84400	325	58.77
k105_84401	624	46.15
k105_84406	564	35.46
k105_84407	495	35.15
k105_126309	1647	62.23
k105_126308	426	74.88
k105_152177	456	32.24
k105_152176	490	35.92
k105_152175	451	61.86
k105_152174	1060	56.13
k105_152173	377	27.06
k105_152172	631	60.38
k105_152171	232	61.64
k105_152170	438	60.27
k105_96851	529	69.38
k105_152179	659	26.10
k105_152178	2059	43.47
k105_172656	515	45.24
k105_96458	472	67.37
k105_139000	471	39.28
k105_96456	543	52.85
k105_96457	407	64.86
k105_96454	309	64.40
k105_96455	784	56.12
k105_96452	532	62.41
k105_96453	454	34.80
k105_116392	330	36.97
k105_96451	688	29.80
k105_43393	1982	43.59
k105_39373	2173	48.27
k105_43391	499	37.07
k105_72587	476	31.30
k105_43397	318	57.23
k105_43396	415	44.58
k105_43395	625	59.84
k105_43394	377	29.44
k105_72559	948	57.70
k105_43399	512	33.79
k105_70459	1119	33.15
k105_173049	631	31.85
k105_30964	542	35.24
k105_86410	455	46.37
k105_140818	373	31.64
k105_51360	408	44.85
k105_86674	551	39.20
k105_41733	618	41.75
k105_41732	536	62.31
k105_41731	549	31.88
k105_41730	454	70.70
k105_41737	560	42.14
k105_41736	830	44.70
k105_41735	339	50.15
k105_128297	1531	63.42
k105_108156	434	76.50
k105_1420	658	52.58
k105_41738	2051	62.07
k105_107666	694	29.54
k105_166608	413	28.09
k105_166609	448	64.06
k105_166606	643	38.72
k105_166604	606	56.60
k105_166605	559	29.52
k105_166602	380	50.00
k105_166603	798	54.76
k105_166600	758	67.94
k105_166601	545	34.31
k105_51967	637	66.09
k105_51966	560	34.46
k105_51965	409	61.86
k105_49774	1117	51.30
k105_51963	368	60.05
k105_51962	519	45.86
k105_51961	1345	45.95
k105_76268	554	63.00
k105_76267	556	32.91
k105_76265	448	39.73
k105_76264	374	46.26
k105_76263	466	54.72
k105_76262	314	68.15
k105_76261	330	71.52
k105_76260	1973	62.39
k105_70632	787	60.23
k105_70633	342	59.06
k105_70630	450	41.78
k105_70631	350	66.00
k105_70636	369	61.25
k105_70637	353	26.35
k105_87188	379	48.81
k105_87189	2071	54.18
k105_87186	752	39.10
k105_87187	323	30.34
k105_87184	386	72.02
k105_87185	427	65.34
k105_87182	421	62.71
k105_87183	630	50.00
k105_87180	305	60.33
k105_87181	309	41.75
k105_105313	364	48.35
k105_113068	326	29.14
k105_113069	358	46.65
k105_88941	564	45.39
k105_116396	459	53.38
k105_113062	390	35.38
k105_113063	382	44.50
k105_113060	512	50.98
k105_113061	879	47.67
k105_113066	1066	35.18
k105_113067	1229	41.33
k105_113065	314	63.69
k105_145478	1182	35.45
k105_145479	554	35.02
k105_128446	308	33.44
k105_145472	649	58.55
k105_145473	748	44.52
k105_145470	374	58.82
k105_145471	675	33.48
k105_145476	479	55.74
k105_145477	391	62.66
k105_145474	407	40.79
k105_145475	622	41.00
k105_165959	682	52.79
k105_165958	451	35.03
k105_39378	314	31.85
k105_165953	336	48.51
k105_165952	339	41.89
k105_165951	364	37.36
k105_165950	482	23.86
k105_165957	506	32.41
k105_110209	550	32.55
k105_165955	341	37.24
k105_165954	317	30.91
k105_90851	319	57.05
k105_90852	301	50.83
k105_90853	381	49.34
k105_90854	458	53.71
k105_90855	306	45.10
k105_90856	355	49.86
k105_90857	338	47.63
k105_90858	567	50.79
k105_90859	659	37.63
k105_105318	311	50.48
k105_82915	943	65.75
k105_162724	901	37.96
k105_74829	392	31.38
k105_29951	366	42.35
k105_148109	1569	55.70
k105_148108	533	54.41
k105_29950	1875	34.13
k105_148104	390	62.56
k105_148107	1007	64.05
k105_148106	371	67.39
k105_148101	1626	59.16
k105_148100	493	38.13
k105_53094	743	31.09
k105_148102	536	55.78
k105_45728	321	53.58
k105_45729	495	43.84
k105_167559	855	60.23
k105_167558	435	41.84
k105_169962	371	35.04
k105_167555	1618	52.04
k105_167554	333	30.33
k105_45722	1087	32.38
k105_167556	249	36.55
k105_167551	1014	27.02
k105_45725	504	58.73
k105_167553	405	42.47
k105_45727	1287	45.22
k105_52434	256	29.69
k105_52435	449	29.84
k105_52436	1901	60.39
k105_52437	486	43.83
k105_52430	268	39.18
k105_160302	617	31.93
k105_52432	648	39.51
k105_52433	325	30.77
k105_13918	396	64.90
k105_117999	434	58.29
k105_52438	325	34.77
k105_52439	567	68.61
k105_13919	1226	32.14
k105_71583	357	70.31
k105_71582	1316	32.60
k105_71581	571	48.34
k105_71580	1165	59.48
k105_71586	454	38.99
k105_71585	325	52.62
k105_71584	803	39.35
k105_86637	1100	39.27
k105_86636	411	55.96
k105_71589	357	49.86
k105_71588	926	53.67
k105_86633	358	53.63
k105_117994	638	54.08
k105_86631	730	59.18
k105_74438	837	40.50
k105_116128	418	62.68
k105_117995	724	35.22
k105_116129	356	60.67
k105_117992	847	58.09
k105_31994	360	58.61
k105_117993	627	52.15
k105_145656	492	31.10
k105_117990	361	58.73
k105_145657	431	38.05
k105_117991	1556	35.41
k105_145654	599	39.73
k105_75232	305	55.08
k105_145655	398	50.50
k105_74872	547	37.66
k105_96857	526	35.74
k105_31995	533	67.92
k105_145653	418	52.63
k105_114759	1027	59.69
k105_145650	612	55.39
k105_114751	617	31.28
k105_114750	512	61.13
k105_114753	406	36.70
k105_114752	544	64.71
k105_114755	467	44.11
k105_114754	444	53.38
k105_114757	427	72.60
k105_114756	523	51.24
k105_117228	442	42.31
k105_117229	909	62.60
k105_95956	417	58.51
k105_173608	489	59.71
k105_20096	513	41.13
k105_117220	341	53.37
k105_117221	772	64.90
k105_117222	398	34.17
k105_117223	305	52.13
k105_117224	343	43.15
k105_117225	327	32.11
k105_116125	390	59.23
k105_11655	410	57.56
k105_11654	334	60.78
k105_11657	776	59.41
k105_11656	742	47.71
k105_11651	419	36.28
k105_11650	569	52.90
k105_11653	428	58.64
k105_11652	1018	46.27
k105_20093	370	60.81
k105_11658	527	44.59
k105_20092	322	20.19
k105_44459	939	50.69
k105_44458	356	69.94
k105_173609	402	45.77
k105_115365	314	59.55
k105_44451	428	29.91
k105_44450	588	38.78
k105_44452	379	34.83
k105_44455	421	41.09
k105_107660	343	68.22
k105_44457	1478	35.45
k105_44456	1008	62.10
k105_86864	1532	28.26
k105_118129	632	27.37
k105_159975	421	56.06
k105_115841	327	49.85
k105_115369	616	72.24
k105_56408	454	37.00
k105_147941	531	63.84
k105_56405	388	30.93
k105_56407	1212	32.43
k105_56400	648	57.56
k105_56403	361	70.08
k105_56402	401	40.40
k105_141428	395	36.96
k105_20099	475	34.53
k105_160308	380	60.79
k105_17571	754	58.89
k105_95531	379	55.94
k105_95532	560	63.04
k105_95533	346	62.14
k105_95534	1734	31.31
k105_95535	538	57.62
k105_95536	478	43.31
k105_95537	396	51.26
k105_148808	446	64.13
k105_95539	491	25.46
k105_88091	629	44.99
k105_88090	1017	61.06
k105_88093	366	60.38
k105_88092	1002	54.79
k105_88095	1718	59.43
k105_88094	309	58.90
k105_88097	375	49.33
k105_88099	525	58.67
k105_172100	460	31.96
k105_96854	1410	61.77
k105_114717	803	66.25
k105_31992	1264	36.95
k105_51181	627	33.49
k105_78321	324	60.49
k105_78322	303	34.32
k105_78323	386	38.08
k105_78324	1199	32.78
k105_78325	361	52.35
k105_78326	406	58.13
k105_78327	468	51.92
k105_78328	397	64.48
k105_78329	483	54.87
k105_59679	523	54.49
k105_29285	723	29.32
k105_29284	478	49.79
k105_12308	4663	50.98
k105_12309	535	53.08
k105_29281	708	31.50
k105_114713	419	65.87
k105_29283	440	47.50
k105_29282	362	41.71
k105_12302	702	30.77
k105_12303	1349	55.15
k105_12300	508	43.50
k105_12301	481	28.27
k105_12306	525	69.14
k105_12307	687	39.01
k105_12304	342	51.75
k105_12305	417	33.09
k105_147013	384	40.62
k105_147010	250	33.20
k105_147011	451	46.56
k105_147016	832	32.45
k105_147017	976	49.80
k105_147014	774	45.48
k105_9301	634	48.11
k105_147018	464	53.45
k105_147019	313	39.30
k105_104492	422	53.32
k105_141887	875	35.77
k105_103040	369	56.91
k105_141884	736	41.44
k105_141882	1703	31.12
k105_141881	586	33.62
k105_141880	345	30.14
k105_103049	318	46.54
k105_13656	485	52.58
k105_13655	666	33.48
k105_13654	629	29.89
k105_13653	747	28.38
k105_13652	427	53.16
k105_141889	554	26.90
k105_141888	418	36.60
k105_100530	708	59.46
k105_100531	314	50.00
k105_100532	597	39.03
k105_100533	928	64.22
k105_100534	425	29.18
k105_100535	429	58.97
k105_100536	505	69.70
k105_100537	335	61.79
k105_100538	995	40.90
k105_100539	372	61.83
k105_104491	694	72.33
k105_7499	334	37.72
k105_7498	566	58.48
k105_161117	512	29.30
k105_57753	440	35.91
k105_57750	563	32.86
k105_57751	406	60.34
k105_65649	327	47.09
k105_57754	383	57.18
k105_57755	2089	36.86
k105_65645	385	24.42
k105_65644	409	52.08
k105_65647	1109	42.11
k105_65646	603	68.99
k105_65641	544	38.24
k105_65643	806	67.12
k105_65642	317	57.10
k105_136467	211	62.09
k105_136466	706	35.41
k105_136465	485	45.57
k105_138138	635	35.59
k105_136463	310	34.19
k105_9303	366	50.55
k105_136461	519	38.73
k105_136460	856	49.42
k105_113831	608	28.12
k105_113830	754	40.98
k105_113833	2368	48.90
k105_113832	397	52.39
k105_113835	412	54.37
k105_113834	506	56.92
k105_113836	4642	50.24
k105_96841	473	33.83
k105_96840	352	52.27
k105_96843	591	32.99
k105_96842	530	63.77
k105_96845	390	54.36
k105_96844	491	39.71
k105_96847	785	48.54
k105_96846	353	37.11
k105_96849	579	66.84
k105_96848	594	59.76
k105_16975	683	59.88
k105_16974	505	48.32
k105_16977	1582	41.97
k105_16976	1806	42.69
k105_16971	321	34.89
k105_16970	833	51.14
k105_16973	400	45.50
k105_16972	705	51.63
k105_31600	1354	61.96
k105_21598	694	42.07
k105_16979	429	33.33
k105_79051	328	36.89
k105_2510	423	73.52
k105_79053	346	30.64
k105_79052	483	28.16
k105_79055	333	27.63
k105_79054	1154	56.85
k105_79057	416	51.44
k105_79056	397	26.95
k105_79059	729	34.43
k105_79058	677	59.97
k105_17084	717	29.43
k105_17085	339	56.05
k105_17082	523	60.99
k105_17083	518	46.91
k105_17080	607	66.56
k105_17081	448	49.55
k105_170565	661	29.05
k105_170567	782	27.37
k105_170560	314	47.13
k105_104496	1087	31.00
k105_11931	543	31.31
k105_97166	2065	42.71
k105_170568	499	63.33
k105_170569	1175	61.53
k105_160806	454	39.43
k105_51463	308	36.04
k105_108743	447	53.47
k105_108742	708	45.06
k105_108741	1825	45.53
k105_108740	849	31.45
k105_108747	686	41.40
k105_108746	508	32.87
k105_108745	435	58.39
k105_108744	714	59.10
k105_24556	470	65.53
k105_24557	374	64.97
k105_108749	549	54.83
k105_108748	590	54.41
k105_24552	316	50.00
k105_24553	865	38.50
k105_24550	333	27.03
k105_24551	252	42.46
k105_32799	323	57.59
k105_32798	915	33.01
k105_104872	608	28.78
k105_32793	250	31.20
k105_32792	388	39.95
k105_32790	274	36.13
k105_32797	609	60.76
k105_32796	1074	52.14
k105_32795	306	47.71
k105_32794	398	66.33
k105_6366	359	58.77
k105_6367	392	32.65
k105_6364	1116	36.83
k105_6365	335	47.76
k105_55989	548	67.34
k105_34308	531	62.34
k105_34309	1388	38.18
k105_55985	362	53.31
k105_55984	455	62.42
k105_55987	453	38.85
k105_55986	556	51.44
k105_55981	356	70.79
k105_55980	320	67.19
k105_34300	502	37.65
k105_55982	1062	61.96
k105_26950	324	55.56
k105_26951	433	25.87
k105_26952	345	52.46
k105_26953	540	40.19
k105_26955	462	37.88
k105_26956	351	38.75
k105_26957	1529	55.98
k105_26958	318	40.25
k105_26959	463	52.27
k105_64119	633	55.45
k105_61627	539	59.74
k105_154035	715	53.29
k105_149810	724	37.15
k105_9306	425	62.35
k105_147795	2268	47.66
k105_136651	385	42.86
k105_147797	563	28.77
k105_140119	1115	53.45
k105_140372	475	57.47
k105_140373	342	60.53
k105_140370	1020	38.43
k105_131605	517	65.38
k105_140377	506	47.04
k105_140374	387	57.36
k105_140375	588	40.31
k105_132197	1893	40.36
k105_136654	304	54.93
k105_140378	439	33.94
k105_140379	380	56.32
k105_171436	488	26.64
k105_136655	418	44.02
k105_170043	276	34.42
k105_147793	1459	32.83
k105_10539	566	40.99
k105_170042	374	64.44
k105_10537	900	34.11
k105_10536	603	31.18
k105_10535	413	45.76
k105_10534	462	32.90
k105_34907	1482	64.10
k105_170041	515	65.05
k105_10531	513	62.38
k105_10530	437	38.44
k105_114887	455	58.68
k105_54000	684	65.20
k105_170040	503	33.00
k105_132196	863	29.78
k105_28395	669	66.37
k105_170047	1298	32.43
k105_17322	513	29.63
k105_131152	414	49.76
k105_131153	307	60.26
k105_131150	403	42.43
k105_131151	312	43.91
k105_131157	332	65.96
k105_131154	817	63.65
k105_131155	923	30.66
k105_163006	643	29.39
k105_131158	555	33.87
k105_131159	370	34.86
k105_163003	932	39.48
k105_163002	403	63.52
k105_163001	814	35.01
k105_163000	306	28.10
k105_139707	448	39.96
k105_139706	325	60.31
k105_139705	916	55.35
k105_132195	350	42.00
k105_139702	574	31.71
k105_139701	645	61.40
k105_139700	449	64.81
k105_131609	836	69.02
k105_139709	1903	61.32
k105_139708	669	34.38
k105_130825	1216	51.89
k105_130824	752	37.50
k105_130827	818	40.83
k105_130826	552	32.61
k105_130821	400	51.50
k105_130820	910	51.54
k105_130823	339	44.54
k105_130822	883	72.25
k105_130829	336	55.65
k105_130828	311	31.19
k105_132194	599	44.41
k105_10477	358	51.96
k105_59634	1143	63.34
k105_106692	477	31.03
k105_5631	1590	33.84
k105_5630	365	34.79
k105_5633	404	51.98
k105_5632	1789	63.28
k105_5635	1025	48.10
k105_5634	1193	59.43
k105_5637	804	42.66
k105_5636	542	34.69
k105_5639	415	64.34
k105_5638	661	36.31
k105_60961	313	54.63
k105_60960	643	48.83
k105_60967	502	55.38
k105_60966	1230	45.53
k105_60965	912	61.84
k105_60964	501	50.70
k105_132193	406	62.07
k105_86870	693	39.83
k105_64466	990	37.47
k105_96834	551	49.91
k105_96835	1056	42.23
k105_4324	2152	59.53
k105_4325	386	27.98
k105_4326	525	36.38
k105_4327	1877	49.55
k105_4320	539	31.54
k105_23679	505	30.69
k105_23676	360	55.56
k105_23677	327	54.13
k105_23674	303	47.52
k105_23675	369	29.54
k105_23672	1731	32.52
k105_4329	421	33.97
k105_23670	365	60.00
k105_23671	243	29.63
k105_73710	1505	72.82
k105_64467	1759	53.33
k105_96839	728	61.13
k105_59804	671	41.58
k105_171368	617	37.76
k105_59805	561	38.32
k105_54174	484	35.33
k105_114882	643	63.61
k105_54173	589	53.48
k105_59807	314	40.76
k105_132191	814	58.60
k105_54172	871	44.55
k105_25630	575	34.61
k105_25631	454	50.22
k105_25632	1112	33.18
k105_25633	316	36.39
k105_25634	513	35.48
k105_25635	330	25.45
k105_25636	546	31.14
k105_25637	679	31.08
k105_25638	566	53.89
k105_25639	331	46.53
k105_162018	331	41.39
k105_121306	352	50.00
k105_121307	763	51.51
k105_121305	492	50.00
k105_121302	827	27.69
k105_121303	313	30.67
k105_121300	425	42.82
k105_121301	357	59.66
k105_162711	322	23.91
k105_132190	586	53.75
k105_38818	466	35.19
k105_121308	909	25.96
k105_121309	378	59.79
k105_38819	788	44.67
k105_74364	327	55.66
k105_21064	311	66.56
k105_52782	368	59.51
k105_21066	1232	33.44
k105_52780	277	65.34
k105_64462	321	66.67
k105_4580	809	34.61
k105_4581	862	51.97
k105_124488	508	55.31
k105_4583	455	45.93
k105_4584	435	31.26
k105_4585	321	36.45
k105_4586	498	43.57
k105_124482	982	34.22
k105_4589	479	32.78
k105_124480	327	33.33
k105_124481	307	40.72
k105_124487	407	57.00
k105_124484	662	51.36
k105_124485	314	33.44
k105_135703	503	50.89
k105_135702	810	44.44
k105_135701	338	48.22
k105_135700	544	35.66
k105_135707	492	48.17
k105_135706	382	34.03
k105_135705	466	57.94
k105_135704	600	47.83
k105_79305	753	61.09
k105_38816	331	51.06
k105_135709	303	38.28
k105_135708	508	58.86
k105_104059	2084	62.52
k105_38817	493	35.29
k105_3677	301	67.11
k105_3676	529	35.16
k105_3675	432	63.19
k105_3674	403	46.15
k105_3673	620	47.58
k105_3672	541	47.13
k105_3671	665	53.08
k105_3670	553	42.50
k105_82321	679	55.82
k105_7111	678	45.72
k105_19370	363	48.76
k105_3679	617	58.18
k105_3678	543	24.13
k105_2986	634	30.76
k105_2987	931	34.26
k105_2984	302	55.30
k105_2985	719	55.77
k105_2982	520	27.50
k105_2983	639	25.20
k105_2980	1324	34.59
k105_2981	355	62.54
k105_25094	609	38.75
k105_25095	1172	57.08
k105_25096	532	27.26
k105_25097	405	38.02
k105_25090	1303	59.94
k105_25091	301	47.18
k105_25092	576	65.80
k105_136382	460	61.74
k105_6642	397	45.09
k105_64938	675	54.07
k105_19374	491	53.97
k105_136383	1769	39.57
k105_64934	705	33.90
k105_6645	748	37.57
k105_64936	386	31.61
k105_19375	531	54.61
k105_64930	691	44.57
k105_6644	773	42.17
k105_24940	985	70.05
k105_24942	524	69.08
k105_24945	593	31.87
k105_24944	1049	47.38
k105_29642	1084	43.17
k105_24946	925	64.54
k105_24949	502	61.95
k105_24948	329	47.72
k105_7806	2065	43.54
k105_79027	402	38.06
k105_7802	1754	62.88
k105_136387	348	47.70
k105_122655	395	27.34
k105_2546	396	46.97
k105_122657	264	31.82
k105_122656	368	28.26
k105_122651	411	49.39
k105_122650	2145	57.16
k105_122653	341	32.55
k105_79029	486	48.56
k105_172163	383	32.64
k105_104054	312	43.27
k105_122659	573	42.93
k105_122658	300	43.67
k105_18689	441	32.88
k105_18688	415	35.42
k105_18685	481	68.61
k105_353	597	58.79
k105_98613	393	51.91
k105_18686	437	56.75
k105_18681	365	65.48
k105_18680	384	70.05
k105_167405	411	61.80
k105_18682	344	55.23
k105_33677	333	36.94
k105_33676	445	42.25
k105_33675	411	58.64
k105_33674	1712	64.19
k105_33673	960	34.69
k105_33672	612	29.90
k105_33671	438	39.73
k105_33670	339	33.33
k105_91372	517	44.29
k105_91373	362	55.80
k105_91370	509	27.90
k105_91371	1694	56.08
k105_91376	465	58.71
k105_91377	971	31.31
k105_33679	302	51.66
k105_33678	620	29.84
k105_79301	334	66.17
k105_125358	374	60.96
k105_10475	495	48.89
k105_170594	851	27.61
k105_125351	323	60.99
k105_125350	2025	58.62
k105_125353	497	65.79
k105_125352	531	65.73
k105_125355	383	56.40
k105_125354	863	64.54
k105_125357	476	70.38
k105_125356	780	63.72
k105_170596	584	44.01
k105_160729	319	53.29
k105_160728	794	58.94
k105_160727	1023	57.38
k105_170591	773	26.78
k105_160725	432	55.79
k105_160724	460	27.39
k105_160723	1456	31.66
k105_170590	878	30.64
k105_120490	1326	57.09
k105_120493	481	57.17
k105_120492	369	48.78
k105_120495	358	46.93
k105_120494	481	36.38
k105_120497	353	56.37
k105_120496	346	69.36
k105_120499	447	50.78
k105_120498	552	28.08
k105_161094	293	32.42
k105_28582	417	35.49
k105_161092	541	24.40
k105_161093	700	31.71
k105_161090	863	39.17
k105_161091	360	24.17
k105_35858	336	31.85
k105_35851	552	29.53
k105_35850	431	32.95
k105_35853	850	61.06
k105_35852	1255	50.76
k105_35855	587	44.29
k105_35854	439	66.29
k105_35857	1238	38.21
k105_35856	480	52.50
k105_96920	1058	57.37
k105_28589	1758	63.37
k105_72208	342	50.58
k105_28588	560	65.54
k105_10709	928	25.43
k105_32367	348	58.91
k105_166377	363	32.51
k105_166374	341	49.85
k105_166372	375	39.47
k105_166373	451	38.58
k105_166370	1044	41.38
k105_105116	2738	55.08
k105_105119	292	34.59
k105_105118	778	55.66
k105_151176	306	45.42
k105_166379	370	57.57
k105_153999	334	50.60
k105_153997	1218	46.47
k105_153994	746	40.35
k105_153995	417	43.17
k105_153992	364	49.45
k105_153993	519	31.41
k105_153990	327	31.80
k105_153991	739	42.90
k105_60138	1990	58.54
k105_11619	1306	50.77
k105_30326	358	31.01
k105_30327	454	32.16
k105_30320	376	53.19
k105_30321	371	45.01
k105_30322	429	56.18
k105_11618	695	42.30
k105_60130	319	51.10
k105_60132	729	50.48
k105_60133	567	28.75
k105_60134	1046	54.11
k105_60135	305	40.98
k105_60136	358	42.18
k105_60137	305	67.87
k105_147675	662	61.03
k105_103715	1805	44.49
k105_51283	592	27.70
k105_69601	552	42.75
k105_41234	519	30.64
k105_144518	462	43.72
k105_140422	357	67.23
k105_94870	310	66.77
k105_147672	326	35.89
k105_154412	315	48.89
k105_154413	678	38.79
k105_154410	674	46.44
k105_154411	391	52.17
k105_110618	375	57.07
k105_110619	604	66.39
k105_154414	1332	43.24
k105_11610	211	40.76
k105_110614	320	37.50
k105_110615	2058	56.41
k105_110616	526	61.03
k105_110617	1481	61.24
k105_110610	887	44.08
k105_110611	639	67.14
k105_110612	318	56.92
k105_110613	386	45.08
k105_118441	921	40.61
k105_118443	488	33.40
k105_11612	307	44.95
k105_118445	520	35.77
k105_118444	831	71.84
k105_118125	313	44.41
k105_118446	350	36.00
k105_118449	515	34.37
k105_69609	408	58.09
k105_147673	290	61.03
k105_69608	469	43.71
k105_103717	1364	37.76
k105_41809	961	35.90
k105_11617	468	58.97
k105_41232	1151	60.64
k105_7558	1262	35.50
k105_41804	569	60.46
k105_41807	606	59.24
k105_11616	539	39.33
k105_41801	306	69.61
k105_41800	358	58.66
k105_41803	379	54.35
k105_41802	807	29.99
k105_148695	336	66.07
k105_148694	328	63.72
k105_148697	603	43.45
k105_148696	654	44.50
k105_148691	339	60.47
k105_29188	533	58.72
k105_148693	674	30.12
k105_148692	422	40.76
k105_150285	396	36.36
k105_29189	413	53.51
k105_148699	595	60.50
k105_148698	405	39.01
k105_167025	1127	38.60
k105_167024	962	42.93
k105_167027	329	41.03
k105_167026	520	32.12
k105_167021	414	36.96
k105_167020	795	38.62
k105_167023	478	57.74
k105_167022	481	35.97
k105_102468	1140	38.33
k105_102469	314	42.99
k105_167029	710	34.79
k105_167028	447	63.09
k105_71879	535	49.91
k105_29185	418	26.56
k105_112001	737	34.06
k105_64511	699	45.78
k105_71873	402	46.02
k105_71872	524	41.98
k105_71871	700	63.14
k105_71870	570	61.23
k105_71877	450	45.33
k105_71876	696	37.64
k105_71875	440	63.18
k105_71874	510	71.57
k105_63449	1061	27.99
k105_63448	593	39.46
k105_14728	1672	39.65
k105_162807	1095	43.56
k105_73889	466	43.13
k105_63441	2362	59.53
k105_63440	686	29.59
k105_63443	382	57.85
k105_63442	611	33.72
k105_63445	502	53.78
k105_63444	383	56.40
k105_63447	1421	40.96
k105_63446	486	52.88
k105_6397	912	60.86
k105_128318	767	60.23
k105_10542	386	59.84
k105_150061	1337	62.23
k105_137324	557	30.88
k105_128319	366	46.17
k105_6395	341	57.18
k105_41231	422	36.02
k105_6394	524	53.63
k105_140427	345	59.13
k105_90104	350	54.57
k105_6393	670	26.72
k105_151171	396	43.18
k105_68658	427	32.55
k105_53789	422	47.87
k105_28827	504	45.63
k105_6391	472	39.19
k105_15158	454	29.07
k105_15159	460	28.26
k105_15156	378	43.92
k105_15157	932	48.39
k105_6390	2246	42.16
k105_15152	384	32.29
k105_15153	346	42.49
k105_15150	395	63.80
k105_15151	899	31.26
k105_28637	516	67.05
k105_140424	906	64.24
k105_73411	493	57.00
k105_75544	428	41.36
k105_28636	407	62.16
k105_68657	1409	46.20
k105_17588	610	28.52
k105_63222	385	58.70
k105_28633	517	54.93
k105_96215	410	51.22
k105_96926	306	36.93
k105_28632	260	62.69
k105_149564	442	58.82
k105_149565	1071	31.56
k105_149566	1090	55.78
k105_149567	1385	33.21
k105_149560	483	65.63
k105_28631	426	29.34
k105_149562	353	62.89
k105_149563	583	69.13
k105_115048	396	70.96
k105_28630	1359	49.60
k105_149568	552	55.98
k105_149569	798	51.25
k105_64325	738	59.21
k105_140971	675	52.74
k105_119191	953	40.50
k105_40859	398	49.50
k105_140972	508	35.24
k105_111943	430	65.81
k105_150419	511	57.14
k105_150416	451	57.21
k105_150417	979	52.81
k105_1575	1006	33.70
k105_150415	369	64.77
k105_150412	548	31.93
k105_150413	545	52.66
k105_150410	628	45.38
k105_150411	228	50.88
k105_53787	315	57.14
k105_41161	437	61.78
k105_162740	332	33.73
k105_53786	539	57.33
k105_86416	417	45.32
k105_94937	564	55.85
k105_13613	1946	30.22
k105_94935	966	66.67
k105_94934	451	54.55
k105_94932	543	57.83
k105_94931	692	32.80
k105_103004	355	47.89
k105_108207	533	65.10
k105_13611	343	42.57
k105_94939	1080	34.07
k105_94938	446	64.35
k105_84304	273	42.12
k105_84307	780	42.31
k105_103006	609	40.39
k105_84301	1032	38.08
k105_84300	678	66.81
k105_84303	458	38.21
k105_84302	685	59.85
k105_13617	302	32.12
k105_84309	629	45.47
k105_84308	464	33.84
k105_13616	557	67.32
k105_74962	516	35.85
k105_74963	538	30.86
k105_111941	395	58.99
k105_74961	361	39.34
k105_118212	350	62.86
k105_74967	1375	48.22
k105_74964	218	33.94
k105_144265	772	64.90
k105_13614	321	32.71
k105_144266	1042	46.55
k105_64140	424	50.24
k105_154238	642	27.88
k105_144267	796	50.25
k105_144260	1134	45.77
k105_64142	553	45.93
k105_144261	1175	55.06
k105_38513	936	68.70
k105_38512	575	66.26
k105_38511	493	62.68
k105_38510	375	71.20
k105_38517	334	45.81
k105_144262	382	31.68
k105_114766	409	68.70
k105_38514	1074	65.74
k105_29735	586	48.81
k105_29734	322	61.49
k105_38519	970	50.10
k105_144263	336	40.18
k105_64783	728	45.74
k105_29730	451	52.11
k105_29733	352	40.62
k105_154239	1015	31.43
k105_81870	435	58.62
k105_81871	841	35.43
k105_81872	1030	47.28
k105_81873	1284	28.89
k105_106039	932	60.41
k105_81876	349	27.79
k105_81877	307	38.44
k105_81878	689	37.88
k105_81879	525	72.57
k105_111947	344	43.90
k105_94483	1004	42.53
k105_96927	454	31.72
k105_85164	325	39.08
k105_73881	749	30.57
k105_51492	350	45.71
k105_144268	349	60.74
k105_101566	389	27.76
k105_10673	540	39.63
k105_16069	514	55.64
k105_39519	1182	46.28
k105_144269	500	61.40
k105_146851	424	62.74
k105_16068	571	30.47
k105_153149	686	44.90
k105_153148	1116	29.21
k105_111989	2643	53.08
k105_111988	552	44.93
k105_153145	320	38.75
k105_153144	487	50.31
k105_153147	1335	54.08
k105_153146	647	66.92
k105_153141	328	40.24
k105_153140	637	35.48
k105_153143	1287	35.43
k105_153142	616	53.08
k105_85165	333	66.97
k105_146852	340	75.59
k105_145788	690	30.43
k105_145789	333	58.56
k105_145784	327	39.45
k105_145785	1437	56.51
k105_145787	1094	36.47
k105_145780	619	50.24
k105_145781	563	58.44
k105_145782	594	63.80
k105_145783	493	38.95
k105_147311	364	50.00
k105_91479	414	62.32
k105_147313	660	45.45
k105_147312	308	63.96
k105_147315	1202	29.45
k105_146857	831	50.90
k105_147317	529	50.66
k105_16062	303	32.67
k105_147319	358	38.55
k105_147318	499	59.72
k105_87482	384	61.46
k105_83656	211	65.88
k105_51499	384	55.73
k105_83654	411	59.61
k105_83655	872	57.80
k105_85162	415	43.13
k105_137194	1422	53.59
k105_73883	445	22.92
k105_51498	796	54.40
k105_94335	2013	47.99
k105_137195	512	62.89
k105_146539	534	41.57
k105_23419	324	54.32
